shots,exp,src_lang,tgt_lang,num_probs,Pass@1(n=20),Pass@5(n=20),Pass@10(n=20),type_error,undeclared_error,other_syntax_error,assertion_error,runtime_error,unhelpful,25,50,75,100
0,baseline,d,lua,116,0.276,0.348,0.372,0.013793103448275864,0.2521551724137932,0.28318965517241385,0.17456896551724138,0.0,0.0,0.3983333333333333,0.32142857142857145,0.1396551724137931,0.24310344827586208
0,exp-lbl-d,d,lua,116,0.32,0.384,0.414,0.01163793103448276,0.215948275862069,0.22025862068965515,0.23232758620689656,0.0,0.0,0.46833333333333343,0.29642857142857143,0.20344827586206896,0.30517241379310345
0,exp,d,lua,116,0.353,0.446,0.477,0.022844827586206897,0.21034482758620696,0.1706896551724138,0.24310344827586203,0.0,0.0,0.5383333333333333,0.33928571428571425,0.24137931034482762,0.2862068965517241
0,exp-lbl,d,lua,116,0.311,0.381,0.41,0.01982758620689655,0.1931034482758621,0.2629310344827586,0.2133620689655172,0.0,0.0,0.47500000000000003,0.3,0.15689655172413797,0.3051724137931035
0,exp,py,d,156,0.248,0.31,0.341,0.19967948717948725,0.17147435897435898,0.3057692307692306,0.060897435897435896,0.014102564102564105,0.0,0.3756410256410256,0.2625,0.175,0.17692307692307696
0,exp-lbl-d,py,d,156,0.282,0.338,0.35,0.19999999999999998,0.14294871794871794,0.3064102564102563,0.06185897435897435,0.006730769230769231,0.0,0.42435897435897446,0.28500000000000003,0.20657894736842106,0.2102564102564103
0,baseline,py,d,156,0.265,0.316,0.332,0.21506410256410255,0.16442307692307695,0.3073717948717948,0.04358974358974358,0.004487179487179489,0.0,0.33589743589743587,0.3125,0.20789473684210527,0.20128205128205126
0,exp-lbl,py,d,156,0.254,0.312,0.331,0.2217948717948719,0.12243589743589742,0.317628205128205,0.07115384615384616,0.01314102564102564,0.0,0.38846153846153847,0.265,0.15526315789473685,0.20384615384615384
0,exp-lbl-d,py,sh,158,0.282,0.444,0.496,0.0,0.006962025316455698,0.3784810126582278,0.3537974683544304,0.0006329113924050638,0.0015822784810126589,0.28625,0.2871794871794872,0.2448717948717949,0.21624999999999997
0,exp-lbl,py,sh,158,0.305,0.444,0.486,0.0,0.008544303797468358,0.3268987341772152,0.3813291139240506,0.001265822784810127,0.0015822784810126597,0.29124999999999995,0.3217948717948717,0.21923076923076926,0.28874999999999995
0,baseline,py,sh,158,0.295,0.471,0.526,0.0,0.007594936708860761,0.371518987341772,0.3401898734177216,0.0018987341772151902,0.007911392405063293,0.3550000000000001,0.2192307692307692,0.24358974358974358,0.26375
0,exp,py,sh,158,0.293,0.466,0.519,0.0,0.01139240506329114,0.32183544303797473,0.3838607594936707,0.0012658227848101264,0.0056962025316455705,0.3275,0.2820512820512821,0.23076923076923078,0.2625
0,exp-lbl,cpp,py,149,0.844,0.861,0.871,0.0,0.0,0.08288590604026845,0.07348993288590605,0.0,0.0,0.9157894736842105,0.841891891891892,0.8118421052631579,0.8027777777777777
0,exp-lbl-d,cpp,py,149,0.854,0.885,0.894,0.0,0.0,0.10268456375838926,0.04295302013422819,0.0,0.0,0.9460526315789475,0.8905405405405407,0.8289473684210527,0.7472222222222222
0,exp,cpp,py,149,0.861,0.891,0.897,0.0,0.0,0.08959731543624161,0.04899328859060403,0.0,0.0,0.9065789473684212,0.8756756756756756,0.8644736842105264,0.7958333333333333
0,baseline,cpp,py,149,0.844,0.883,0.892,0.0,0.0,0.1080536912751678,0.04798657718120806,0.0,0.0,0.9250000000000002,0.8945945945945947,0.8039473684210526,0.7486111111111111
0,exp-lbl,lua,py,145,0.599,0.655,0.673,0.0,0.0,0.18758620689655175,0.213448275862069,0.0,0.0,0.6635135135135134,0.5902777777777778,0.5680555555555556,0.5722222222222222
0,exp-lbl-d,lua,py,145,0.615,0.689,0.709,0.0,0.0,0.17724137931034484,0.2079310344827586,0.0,0.0,0.6432432432432432,0.638888888888889,0.6069444444444445,0.5694444444444444
0,exp,lua,py,145,0.709,0.775,0.793,0.0,0.0,0.12034482758620692,0.17103448275862068,0.0,0.0,0.7310810810810812,0.8027777777777778,0.6708333333333332,0.6291666666666667
