shots,exp,src_lang,tgt_lang,num_probs,Pass@1(n=20),Pass@5(n=20),Pass@10(n=20),type_error,undeclared_error,other_syntax_error,assertion_error,runtime_error,unhelpful,25,50,75,100
0,baseline,lua,rkt,145,0.0,0.0,0.0,0.0,0.04689655172413791,0.9517241379310348,0.0,0.0013793103448275868,0.0,3.00060276925718e-18,1.850371707708594e-17,1.5419764230904953e-17,1.2335811384723961e-17
4,baseline,lua,rkt,2,0.0,0.0,0.0,0.0,0.025000000000000022,0.7499999999999999,0.22499999999999992,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16
0,exp,py,js,161,0.149,0.212,0.232,0.0,0.0,0.3692546583850932,0.4816770186335403,0.0,0.0,0.27439024390243905,0.19625,0.10125000000000002,0.021250000000000022
0,exp-lbl-d,py,js,161,0.126,0.184,0.202,0.0,0.0,0.45031055900621136,0.4236024844720496,0.0,0.0,0.22073170731707314,0.17125,0.07125000000000001,0.03875000000000005
0,exp-lbl,py,js,161,0.141,0.201,0.22,0.0,0.0,0.48012422360248447,0.3788819875776396,0.0,0.0,0.23536585365853654,0.20875,0.095,0.02250000000000002
0,baseline,py,js,161,0.046,0.083,0.099,0.0,0.0,0.18478260869565205,0.7692546583850928,0.0,0.0,,,,
0,exp-lbl-d,py,js,161,0.127,0.188,0.208,0.0,0.0,0.4509316770186337,0.4220496894409937,0.0,0.0,0.224390243902439,0.17125,0.07125000000000001,0.03875000000000005
0,exp,py,js,161,0.154,0.219,0.235,0.0,0.0,0.3655279503105591,0.48074534161490684,0.0,0.0,0.27439024390243905,0.19875000000000004,0.10625,0.03250000000000003
4,baseline,py,js,16,0.062,0.062,0.062,0.0,0.0,0.81875,0.11875,0.0,0.0,0.25000000000000006,0.0,0.0,0.0
0,exp-lbl,py,js,161,0.139,0.198,0.215,0.0,0.0,0.48043478260869543,0.3801242236024843,0.0,0.0,0.23536585365853654,0.195,0.10250000000000001,0.02250000000000002
